Sr. No.,Ticker,Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)"
1559,INTENTECH.NS,INTENTECH,Intense Technologies Limited,12991
1560,TEXMOPIPES.NS,TEXMOPIPES,Texmo Pipes and Products Limited,12977
1561,WEIZMANIND.NS,WEIZMANIND,Weizmann Limited,12957
1562,BYKE.NS,BYKE,The Byke Hospitality Ltd,12952
1563,RAJSREESUG.NS,RAJSREESUG,Rajshree Sugars & Chemicals Limited,12923
1564,ZODIAC.NS,ZODIAC,Zodiac Energy Limited,12914
1565,ARSHIYA.NS,ARSHIYA,Arshiya Limited,12910
1566,UMANGDAIRY.NS,UMANGDAIRY,Umang Dairies Limited,12905
1567,LOVABLE.NS,LOVABLE,Lovable Lingerie Limited,12898
1568,HOMESFY.NS,HOMESFY,Homesfy Realty Limited,12801
1569,ALPHAGEO.NS,ALPHAGEO,Alphageo (India) Limited,12745
1570,NDGL.NS,NDGL,Naga Dhunseri Group Limited,12715
1571,PRAXIS.NS,PRAXIS,Praxis Home Retail Limited,12713
1572,ARTNIRMAN.NS,ARTNIRMAN,Art Nirman Limited,12653
1573,SHIGAN.NS,SHIGAN,Shigan Quantum Technologies Limited,12575
1574,NOIDATOLL.NS,NOIDATOLL,Noida Toll Bridge Company Limited,12568
1575,UMAEXPORTS.NS,UMAEXPORTS,Uma Exports Limited,12543
1576,VELS.NS,VELS,Vels Film International Limited,12521
1577,ATLANTA.NS,ATLANTA,Atlanta  Limited,12510
1578,MOTOGENFIN.NS,MOTOGENFIN,The Motor & General Finance Limited,12509
1579,AVROIND.NS,AVROIND,AVRO INDIA LIMITED,12493
1580,SALONA.NS,SALONA,Salona Cotspin Limited,12464
1581,INDIANCARD.NS,INDIANCARD,Indian Card Clothing Company Limited,12459
1582,SPTL.NS,SPTL,Sintex Plastics Technology Limited,12405
1583,PRITIKAUTO.NS,PRITIKAUTO,Pritika Auto Industries Limited,12370
1584,URAVI.NS,URAVI,Uravi T and Wedge Lamps Limited,12359
1585,IVP.NS,IVP,IVP Limited,12293
1586,MAHAPEXLTD.NS,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,12282
1587,SOMATEX.NS,SOMATEX,Soma Textiles & Industries Limited,12255
1588,LEXUS.NS,LEXUS,Lexus Granito (India) Limited,12215
1589,WANBURY.NS,WANBURY,Wanbury Limited,12199
1590,LOTUSEYE.NS,LOTUSEYE,Lotus Eye Hospital and Institute Limited,12187
1591,KREBSBIO.NS,KREBSBIO,Krebs Biochemicals and Industries Limited,12182
1592,RNAVAL.NS,RNAVAL,Reliance Naval and Engineering Limited,12170
1593,WSI.NS,WSI,W S Industries (I) Limited,12125
1594,RHFL.NS,RHFL,Reliance Home Finance Limited,12114
1595,HDIL.NS,HDIL,Housing Development and Infrastructure Limited,12087
1596,DCI.NS,DCI,Dc Infotech And Communication Limited,12048
1597,RVHL.NS,RVHL,Ravinder Heights Limited,12036
1598,XELPMOC.NS,XELPMOC,Xelpmoc Design And Tech Limited,11906
1599,RKEC.NS,RKEC,RKEC Projects Limited,11875
1600,RELCHEMQ.NS,RELCHEMQ,Reliance Chemotex Industries Limited,11870
1601,DIL.NS,DIL,Debock Industries Limited,11848
1602,ATALREAL.NS,ATALREAL,Atal Realtech Limited,11782
1603,KOHINOOR.NS,KOHINOOR,Kohinoor Foods Limited,11696
1604,SALSTEEL.NS,SALSTEEL,S.A.L. Steel Limited,11640
1605,A2ZINFRA.NS,A2ZINFRA,A2Z Infra Engineering Limited,11624
1606,TARACHAND.NS,TARACHAND,Tara Chand InfraLogistic Solutions Limited,11598
1607,INDOWIND.NS,INDOWIND,Indowind Energy Limited,11559
1608,BLBLIMITED.NS,BLBLIMITED,BLB Limited,11498
1609,FRETAIL.NS,FRETAIL,Future Retail Limited,11388
1610,ROML.NS,ROML,Raj Oil Mills Limited,11361
1611,SURANAT&P.NS,SURANAT&P,Surana Telecom and Power Limited,11336
1612,ALPA.NS,ALPA,Alpa Laboratories Limited,11320
1613,SUNDRMBRAK.NS,SUNDRMBRAK,Sundaram Brake Linings Limited,11143
1614,PARIN.NS,PARIN,Parin Furniture Limited,11057
1615,NILASPACES.NS,NILASPACES,Nila Spaces Limited,11029
1616,AHLADA.NS,AHLADA,Ahlada Engineers Limited,10970
1617,MAGNUM.NS,MAGNUM,Magnum Ventures Limited,10942
1618,REMSONSIND.NS,REMSONSIND,Remsons Industries Limited,10918
1619,STARTECK.NS,STARTECK,Starteck Finance Limited,10882
1620,BOHRAIND.NS,BOHRAIND,Bohra Industries Limited,10866
1621,COMPINFO.NS,COMPINFO,Compuage Infocom Limited,10850
1622,CORALFINAC.NS,CORALFINAC,Coral India Finance & Housing Limited,10801
1623,MRO-TEK.NS,MRO-TEK,MRO-TEK Realty Limited,10706
1624,SECURKLOUD.NS,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,10641
1625,ZEELEARN.NS,ZEELEARN,Zee Learn Limited,10598
1626,SADBHIN.NS,SADBHIN,Sadbhav Infrastructure Project Limited,10567
1627,BALPHARMA.NS,BALPHARMA,Bal Pharma Limited,10520
1628,NIRAJ.NS,NIRAJ,Niraj Cement Structurals Limited,10400
1629,GSTL.NS,GSTL,Globesecure Technologies Limited,10365
1630,OBCL.NS,OBCL,Orissa Bengal Carrier Limited,10299
1631,TAINWALCHM.NS,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,10169
1632,ARCHIDPLY.NS,ARCHIDPLY,Archidply Industries Limited,10072
1633,JHS.NS,JHS,JHS Svendgaard Laboratories Limited,10060
1634,SITINET.NS,SITINET,Siti Networks Limited,10029
1635,MUKTAARTS.NS,MUKTAARTS,Mukta Arts Limited,10017
1636,CMNL.NS,CMNL,Chaman Metallics Limited,10016
1637,GAYAPROJ.NS,GAYAPROJ,Gayatri Projects Limited,10015
1638,AKG.NS,AKG,Akg Exim Limited,9994
1639,FCONSUMER.NS,FCONSUMER,Future Consumer Limited,9985
1640,PALASHSECU.NS,PALASHSECU,Palash Securities Limited,9908
1641,CCHHL.NS,CCHHL,Country Club Hospitality & Holidays Limited,9890
1642,SIGIND.NS,SIGIND,Signet Industries Limited,9847
1643,AIROLAM.NS,AIROLAM,Airo Lam limited,9811
1644,WELINV.NS,WELINV,Welspun Investments and Commercials Limited,9790
1645,LEMERITE.NS,LEMERITE,Le Merite Exports Limited,9780
1646,CTE.NS,CTE,Cambridge Technology Enterprises Limited,9766
1647,UNIVASTU.NS,UNIVASTU,Univastu India Limited,9745
1648,SUNDARAM.NS,SUNDARAM,Sundaram Multi Pap Limited,9714
1649,MANAKCOAT.NS,MANAKCOAT,Manaksia Coated Metals & Industries Limited,9699
1650,ARVEE.NS,ARVEE,Arvee Laboratories (India) Limited,9698
1651,SECURCRED.NS,SECURCRED,SecUR Credentials Limited,9650
1652,ASTRON.NS,ASTRON,Astron Paper & Board Mill Limited,9602
1653,FLFL.NS,FLFL,Future Lifestyle Fashions Limited,9584
1654,STEELCITY.NS,STEELCITY,Steel City Securities Limited,9540
1655,LLOYDS.NS,LLOYDS,Lloyds Luxuries Limited,9450
1656,GANGESSECU.NS,GANGESSECU,Ganges Securities Limited,9448
1657,INDBANK.NS,INDBANK,Indbank Merchant Banking Services Limited,9364
1658,SUMIT.NS,SUMIT,Sumit Woods Limited,9329
1659,FIBERWEB.NS,FIBERWEB,Fiberweb (India) Limited,9329
1660,ALKALI.NS,ALKALI,Alkali Metals Limited,9317
1661,LASA.NS,LASA,Lasa Supergenerics Limited,9294
1662,JAIPURKURT.NS,JAIPURKURT,Nandani Creation Limited,9239
1663,MHHL.NS,MHHL,Mohini Health & Hygiene Limited,9218
1664,BAHETI.NS,BAHETI,Baheti Recycling Industries Limited,9171
1665,DGCONTENT.NS,DGCONTENT,Digicontent Limited,9106
1666,VMARCIND.NS,VMARCIND,V Marc India Limited,9069
1667,PKTEA.NS,PKTEA,The Peria Karamalai Tea & Produce Company Limited,9057
1668,DAMODARIND.NS,DAMODARIND,Damodar Industries Limited,9029
1669,NECCLTD.NS,NECCLTD,North Eastern Carrying Corporation Limited,8985
1670,CAPTRUST.NS,CAPTRUST,Capital Trust Limited,8950
1671,MITCON.NS,MITCON,MITCON Consultancy & Engineering Services Limited,8925
1672,TIRUPATIFL.NS,TIRUPATIFL,Tirupati Forge Limited,8918
1673,IL&FSTRANS.NS,IL&FSTRANS,IL&FS Transportation Networks Limited,8882
1674,SRPL.NS,SRPL,Shree Ram Proteins Limited,8836
1675,SURYALAXMI.NS,SURYALAXMI,Suryalakshmi Cotton Mills Limited,8810
1676,CEREBRAINT.NS,CEREBRAINT,Cerebra Integrated Technologies Limited,8786
1677,KSHITIJPOL.NS,KSHITIJPOL,Kshitij Polyline Limited,8738
1678,LAGNAM.NS,LAGNAM,Lagnam Spintex Limited,8728
1679,ANLON.NS,ANLON,Anlon Technology Solutions Limited,8727
1680,AMJLAND.NS,AMJLAND,Amj Land Holdings Limited,8692
1681,BINANIIND.NS,BINANIIND,Binani Industries Limited,8688
1682,PROLIFE.NS,PROLIFE,Prolife Industries Limited,8639
1683,INCREDIBLE.NS,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,8534
1684,SHAHALLOYS.NS,SHAHALLOYS,Shah Alloys Limited,8513
1685,AMDIND.NS,AMDIND,AMD Industries Limited,8510
1686,OMAXAUTO.NS,OMAXAUTO,Omax Autos Limited,8463
1687,TOKYOPLAST.NS,TOKYOPLAST,Tokyo Plast International Limited,8447
1688,GROBTEA.NS,GROBTEA,The Grob Tea Company Limited,8444
1689,ANIKINDS.NS,ANIKINDS,Anik Industries Limited,8423
1690,SURANASOL.NS,SURANASOL,Surana Solar Limited,8390
1691,FIDEL.NS,FIDEL,Fidel Softech Limited,8388
1692,MAHASTEEL.NS,MAHASTEEL,Mahamaya Steel Industries Limited,8357
1693,AURDIS.NS,AURDIS,Aurangabad Distillery Limited,8282
1694,SIMBHALS.NS,SIMBHALS,Simbhaoli Sugars Limited,8235
1695,GAL.NS,GAL,Gyscoal Alloys Limited,8143
1696,GICL.NS,GICL,Globe International Carriers Limited,8140
1697,KALYANIFRG.NS,KALYANIFRG,Kalyani Forge Limited,8109
1698,HINDCON.NS,HINDCON,Hindcon Chemicals Limited,8103
1699,CORDSCABLE.NS,CORDSCABLE,Cords Cable Industries Limited,8099
1700,YAARI.NS,YAARI,Yaari Digital Integrated Services Limited,8006
1701,SONAMCLOCK.NS,SONAMCLOCK,Sonam Clock Limited,7986
1702,MAHICKRA.NS,MAHICKRA,Mahickra Chemicals Limited,7960
1703,HPIL.NS,HPIL,Hindprakash Industries Limited,7917
1704,LPDC.NS,LPDC,Landmark Property Development Company Limited,7914
1705,DBSTOCKBRO.NS,DBSTOCKBRO,DB (International) Stock Brokers Limited,7893
1706,AUSOMENT.NS,AUSOMENT,Ausom Enterprise Limited,7765
1707,BALLARPUR.NS,BALLARPUR,Ballarpur Industries Limited,7761
1708,AVSL.NS,AVSL,AVSL Industries Limited,7730
1709,SPMLINFRA.NS,SPMLINFRA,SPML Infra Limited,7676
1710,BANKA.NS,BANKA,Banka BioLoo Limited,7560
1711,GOLDENTOBC.NS,GOLDENTOBC,Golden Tobacco Limited,7554
1712,GTL.NS,GTL,GTL Limited,7550
1713,ENERGYDEV.NS,ENERGYDEV,Energy Development Company Limited,7481
1714,PANACHE.NS,PANACHE,Panache Digilife Limited,7470
1715,PIGL.NS,PIGL,Power & Instrumentation (Gujarat) Limited,7454
1716,DELTAMAGNT.NS,DELTAMAGNT,Delta Manufacturing Limited,7444
1717,SHRADHA.NS,SHRADHA,Shradha Infraprojects Limited,7411
1718,PIONEEREMB.NS,PIONEEREMB,Pioneer Embroideries Limited,7390
1719,GLOBALVECT.NS,GLOBALVECT,Global Vectra Helicorp Limited,7378
1720,BAGFILMS.NS,BAGFILMS,B.A.G Films and Media Limited,7317
1721,WIPL.NS,WIPL,The Western India Plywoods Limited,7269
1722,NITIRAJ.NS,NITIRAJ,Nitiraj Engineers Limited,7263
1723,BEARDSELL.NS,BEARDSELL,Beardsell Limited,7250
1724,KRITIKA.NS,KRITIKA,Kritika Wires Limited,7234
1725,PATINTLOG.NS,PATINTLOG,Patel Integrated Logistics Limited,7104
1726,SETCO.NS,SETCO,Setco Automotive Limited,7090
1727,PRAENG.NS,PRAENG,Prajay Engineers Syndicate Limited,7064
1728,ELECTHERM.NS,ELECTHERM,Electrotherm (India) Limited,7034
1729,UCL.NS,UCL,Ushanti Colour Chem Limited,6979
1730,PRAKASHSTL.NS,PRAKASHSTL,Prakash Steelage Limited,6913
1731,CINEVISTA.NS,CINEVISTA,Cinevista Limited,6892
1732,SUULD.NS,SUULD,Suumaya Industries Limited,6890
1733,FLEXITUFF.NS,FLEXITUFF,Flexituff Ventures International Limited,6818
1734,MDL.NS,MDL,Marvel Decor Limited,6816
1735,HISARMETAL.NS,HISARMETAL,Hisar Metal Industries Limited,6782
1736,SUVIDHAA.NS,SUVIDHAA,Suvidhaa Infoserve Limited,6742
1737,BIOFILCHEM.NS,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,6737
1738,MARSHALL.NS,MARSHALL,Marshall Machines Limited,6722
1739,ARIHANTACA.NS,ARIHANTACA,Arihant Academy Limited,6721
1740,CELEBRITY.NS,CELEBRITY,Celebrity Fashions Limited,6692
1741,VIAZ.NS,VIAZ,Viaz Tyres Limited,6652
1742,DHRUV.NS,DHRUV,Dhruv Consultancy Services Limited,6620
1743,CENTEXT.NS,CENTEXT,Century Extrusions Limited,6600
1744,DOLLEX.NS,DOLLEX,Dollex Agrotech Limited,6517
1745,BHANDARI.NS,BHANDARI,Bhandari Hosiery Exports Limited,6374
1746,TREJHARA.NS,TREJHARA,TREJHARA SOLUTIONS LIMITED,6369
1747,FELIX.NS,FELIX,Felix Industries Limited,6364
1748,NGIL.NS,NGIL,Nakoda Group of Industries Limited,6361
1749,SUPREMEINF.NS,SUPREMEINF,Supreme Infrastructure India Limited,6360
1750,AGROPHOS.NS,AGROPHOS,Agro Phos India Limited,6356
1751,MCL.NS,MCL,Madhav Copper Limited,6243
1752,OILCOUNTUB.NS,OILCOUNTUB,Oil Country Tubular Limited,6201
1753,UMA.NS,UMA,Uma Converter Limited,6123
1754,MORARJEE.NS,MORARJEE,Morarjee Textiles Limited,6122
1755,SRIVASAVI.NS,SRIVASAVI,Srivasavi Adhesive Tapes Limited,6095
1756,AAREYDRUGS.NS,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,6092
1757,AAKASH.NS,AAKASH,Aakash Exploration Services Limited,6024
1758,VASWANI.NS,VASWANI,Vaswani Industries Limited,6000
1759,KANANIIND.NS,KANANIIND,Kanani Industries Limited,5936
1760,ARCHIES.NS,ARCHIES,Archies Limited,5928
1761,SHIVAMILLS.NS,SHIVAMILLS,Shiva Mills Limited,5907
1762,IPSL.NS,IPSL,Integrated Personnel Services Limited,5873
1763,TREEHOUSE.NS,TREEHOUSE,Tree House Education & Accessories Limited,5839
1764,BDR.NS,BDR,BDR Buildcon Limited,5824
1765,VERTEXPLUS.NS,VERTEXPLUS,Vertexplus Technologies Limited,5784
1766,KEYFINSERV.NS,KEYFINSERV,Keynote Financial Services Limited,5780
1767,KHFM.NS,KHFM,Khfm Hospitality And Facility Management Services Limited,5763
1768,AROGRANITE.NS,AROGRANITE,Aro Granite Industries Limited,5753
1769,SEYAIND.NS,SEYAIND,Seya Industries Limited,5739
1770,GIRIRAJ.NS,GIRIRAJ,Giriraj Civil Developers Limited,5710
1771,RSSOFTWARE.NS,RSSOFTWARE,R. S. Software (India) Limited,5707
1772,ORIENTLTD.NS,ORIENTLTD,Orient Press Limited,5670
1773,EXCEL.NS,EXCEL,Excel Realty N Infra Limited,5643
1774,RELIABLE.NS,RELIABLE,Reliable Data Services Limited,5573
1775,AAATECH.NS,AAATECH,AAA Technologies Limited,5567
1776,AGRITECH.NS,AGRITECH,Agri-Tech (India) Limited,5551
1777,LGHL.NS,LGHL,Laxmi Goldorna House Limited,5531
1778,SHRENIK.NS,SHRENIK,Shrenik Limited,5508
1779,ANKITMETAL.NS,ANKITMETAL,Ankit Metal & Power Limited,5503
1780,JETFREIGHT.NS,JETFREIGHT,Jet Freight Logistics Limited,5476
1781,VARDMNPOLY.NS,VARDMNPOLY,Vardhman Polytex Limited,5472
1782,NIRMAN.NS,NIRMAN,Nirman Agri Gentics Limited,5451
1783,SHREERAMA.NS,SHREERAMA,Shree Rama Multi-Tech Limited,5427
1784,SIDDHIKA.NS,SIDDHIKA,Siddhika Coatings Limited,5366
1785,BVCL.NS,BVCL,Barak Valley Cements Limited,5341
1786,KKVAPOW.NS,KKVAPOW,KKV Agro Powers Limited,5334
1787,HOVS.NS,HOVS,HOV Services Limited,5258
1788,AMBANIORG.NS,AMBANIORG,Ambani Organics Limited,5210
1789,FSC.NS,FSC,Future Supply Chain Solutions Limited,5178
1790,ABMINTLLTD.NS,ABMINTLLTD,ABM International Limited,5170
1791,SEPOWER.NS,SEPOWER,S.E. Power Limited,5157
1792,BANARBEADS.NS,BANARBEADS,Banaras Beads Limited,5143
1793,REGENCERAM.NS,REGENCERAM,Regency Ceramics Limited,5130
1794,PODDARHOUS.NS,PODDARHOUS,Poddar Housing and Development Limited,5125
1795,PENTAGOLD.NS,PENTAGOLD,Penta Gold Limited,5065
1796,PARTYCRUS.NS,PARTYCRUS,Party Cruisers Limited,4945
1797,SONAHISONA.NS,SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited,4859
1798,MALUPAPER.NS,MALUPAPER,Malu Paper Mills Limited,4853
1799,MOKSH.NS,MOKSH,Moksh Ornaments Limited,4776
1800,PULZ.NS,PULZ,Pulz Electronics Limited,4771
1801,RBMINFRA.NS,RBMINFRA,Rbm Infracon Limited,4769
1802,ZENITHSTL.NS,ZENITHSTL,Zenith Steel Pipes & Industries Limited,4766
1803,NIDAN.NS,NIDAN,Nidan Laboratories and Healthcare Limited,4705
1804,SAMBHAAV.NS,SAMBHAAV,Sambhaav Media Limited,4682
1805,UWCSL.NS,UWCSL,Ultra Wiring Connectivity System Limited,4657
1806,BANG.NS,BANG,Bang Overseas Limited,4644
1807,MRO.NS,MRO,M.R. Organisation Limited,4625
1808,MINDPOOL.NS,MINDPOOL,Mindpool Technologies Limited,4604
1809,TAPIFRUIT.NS,TAPIFRUIT,Tapi Fruit Processing Limited,4589
1810,ABCOTS.NS,ABCOTS,A B Cotspin India Limited,4529
1811,PNC.NS,PNC,Pritish Nandy Communications Limited,4478
1812,SURANI.NS,SURANI,Surani Steel Tubes Limited,4444
1813,PRECISION.NS,PRECISION,Precision Metaliks Limited,4422
1814,TIMESGTY.NS,TIMESGTY,Times Guaranty Limited,4411
1815,MANUGRAPH.NS,MANUGRAPH,Manugraph India Limited,4380
1816,ZENITHEXPO.NS,ZENITHEXPO,Zenith Exports Limited,4263
1817,AARVEEDEN.NS,AARVEEDEN,Aarvee Denims & Exports Limited,4258
1818,SOMICONVEY.NS,SOMICONVEY,Somi Conveyor Beltings Limited,4241
1819,DKEGL.NS,DKEGL,D.K. Enterprises Global Limited,4204
1820,ARHAM.NS,ARHAM,Arham Technologies Limited,4188
1821,TIMESCAN.NS,TIMESCAN,Timescan Logistics (India) Limited,4167
1822,SGL.NS,SGL,STL Global Limited,4143
1823,WEWIN.NS,WEWIN,WE WIN LIMITED,4125
1824,CMRSL.NS,CMRSL,Cyber Media Research & Services Limited,4114
1825,SONUINFRA.NS,SONUINFRA,Sonu Infratech Limited,4090
1826,VIVIANA.NS,VIVIANA,Viviana Power Tech Limited,4078
1827,AKASH.NS,AKASH,Akash Infra-Projects Limited,3996
1828,INDSWFTLTD.NS,INDSWFTLTD,Ind-Swift Limited,3981
1829,KARMAENG.NS,KARMAENG,Karma Energy Limited,3974
1830,NAGREEKEXP.NS,NAGREEKEXP,Nagreeka Exports Limited,3956
1831,BURNPUR.NS,BURNPUR,Burnpur Cement Limited,3919
1832,NIBL.NS,NIBL,NRB Industrial Bearings Limited,3889
1833,CUBEXTUB.NS,CUBEXTUB,Cubex Tubings Limited,3880
1834,AISL.NS,AISL,ANI Integrated Services Limited,3875
1835,SHAIVAL.NS,SHAIVAL,Shaival Reality Limited,3825
1836,VINEETLAB.NS,VINEETLAB,Vineet Laboratories Limited,3817
1837,ARISTO.NS,ARISTO,Aristo Bio-Tech And Lifescience Limited,3816
1838,TERASOFT.NS,TERASOFT,Tera Software Limited,3691
1839,CROWN.NS,CROWN,Crown Lifters Limited,3690
1840,JFLLIFE.NS,JFLLIFE,Jfl Life Sciences Limited,3629
1841,GLOBE.NS,GLOBE,Globe Textiles (India) Limited,3627
1842,3PLAND.NS,3PLAND,3P Land Holdings Limited,3618
1843,VERA.NS,VERA,Vera Synthetic Limited,3615
1844,MILTON.NS,MILTON,Milton Industries Limited,3577
1845,ADROITINFO.NS,ADROITINFO,Adroit Infotech Limited,3571
1846,SHUBHLAXMI.NS,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,3566
1847,AGNI.NS,AGNI,Agni Green Power Limited,3536
1848,LFIC.NS,LFIC,Lakshmi Finance & Industrial Corporation Limited,3525
1849,VSCL.NS,VSCL,Vadivarhe Speciality Chemicals Limited,3522
1850,MADHAV.NS,MADHAV,Madhav Marbles and Granites Limited,3507
1851,UJAAS.NS,UJAAS,Ujaas Energy Limited,3505
1852,SUPERSPIN.NS,SUPERSPIN,Super Spinning Mills Limited,3493
1853,RKDL.NS,RKDL,Ravi Kumar Distilleries Limited,3492
1854,AMBICAAGAR.NS,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,3487
1855,ACEINTEG.NS,ACEINTEG,Ace Integrated Solutions Limited,3478
1856,OMFURN.NS,OMFURN,Omfurn India Limited,3474
1857,SWARAJ.NS,SWARAJ,Swaraj Suiting Limited,3470
1858,AJOONI.NS,AJOONI,Ajooni Biotech Limited,3461
1859,KHANDSE.NS,KHANDSE,Khandwala Securities Limited,3447
1860,SAGARDEEP.NS,SAGARDEEP,Sagardeep Alloys Limited,3437
1861,REXPIPES.NS,REXPIPES,Rex Pipes And Cables Industries Limited,3376
1862,ADL.NS,ADL,Archidply Decor Limited,3329
1863,MCON.NS,MCON,Mcon Rasayan India Limited,3300
1864,CADSYS.NS,CADSYS,Cadsys (India) Limited,3286
1865,HBSL.NS,HBSL,HB Stockholdings Limited,3280
1866,SANGINITA.NS,SANGINITA,Sanginita Chemicals Limited,3272
1867,GANGAFORGE.NS,GANGAFORGE,Ganga Forging Limited,3232
1868,ABINFRA.NS,ABINFRA,A B Infrabuild Limited,3212
1869,PERFECT.NS,PERFECT,Perfect Infraengineers Limited,3153
1870,NARMADA.NS,NARMADA,Narmada Agrobase Limited,3109
1871,RMDRIP.NS,RMDRIP,R M Drip and Sprinklers Systems Limited,3077
1872,NAGREEKCAP.NS,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,3059
1873,LAXMICOT.NS,LAXMICOT,Laxmi Cotspin Limited,3052
1874,PEARLPOLY.NS,PEARLPOLY,Pearl Polymers Limited,3039
1875,HECPROJECT.NS,HECPROJECT,HEC Infra Projects Limited,2945
1876,SANWARIA.NS,SANWARIA,Sanwaria Consumer Limited,2944
1877,MEGAFLEX.NS,MEGAFLEX,Mega Flex Plastics Limited,2901
1878,GISOLUTION.NS,GISOLUTION,GI Engineering Solutions Limited,2883
1879,PARASPETRO.NS,PARASPETRO,Paras Petrofils Limited,2841
1880,RITEZONE.NS,RITEZONE,Rite Zone Chemcon India Limited,2834
1881,HEADSUP.NS,HEADSUP,Heads UP Ventures Limited,2804
1882,VCL.NS,VCL,Vaxtex Cotfab Limited,2778
1883,PRITIKA.NS,PRITIKA,Pritika Engineering Components Limited,2764
1884,KEEPLEARN.NS,KEEPLEARN,DSJ Keep Learning Limited,2759
1885,COUNCODOS.NS,COUNCODOS,Country Condo's Limited,2755
1886,ROLTA.NS,ROLTA,Rolta India Limited,2737
1887,DHARSUGAR.NS,DHARSUGAR,Dharani Sugars & Chemicals Limited,2722
1888,ASLIND.NS,ASLIND,ASL Industries Limited,2708
1889,AGARWALFT.NS,AGARWALFT,Agarwal Float Glass India Limited,2680
1890,NEXTMEDIA.NS,NEXTMEDIA,Next Mediaworks Limited,2676
1891,RICHA.NS,RICHA,Richa Info Systems Limited,2673
1892,DNAMEDIA.NS,DNAMEDIA,Diligent Media Corporation Limited,2648
1893,AMEYA.NS,AMEYA,Ameya Precision Engineers Limited,2644
1894,DYNAMIC.NS,DYNAMIC,Dynamic Services & Security Limited,2636
1895,LIBAS.NS,LIBAS,Libas Consumer Products Limited,2634
1896,JETKNIT.NS,JETKNIT,Jet Knitwears Limited,2625
1897,BALKRISHNA.NS,BALKRISHNA,Balkrishna Paper Mills Limited,2588
1898,MTEDUCARE.NS,MTEDUCARE,MT Educare Limited,2564
1899,GODHA.NS,GODHA,Godha Cabcon & Insulation Limited,2554
1900,GOENKA.NS,GOENKA,Goenka Diamond and Jewels Limited,2536
1901,HAVISHA.NS,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,2533
1902,QUADPRO.NS,QUADPRO,Quadpro Ites Limited,2528
1903,QFIL.NS,QFIL,Quality Foils (India) Limited,2510
1904,MADHUCON.NS,MADHUCON,Madhucon Projects Limited,2509
1905,ROLLT.NS,ROLLT,Rollatainers Limited,2501
1906,CYBERMEDIA.NS,CYBERMEDIA,Cyber Media (India) Limited,2468
1907,JAKHARIA.NS,JAKHARIA,JAKHARIA FABRIC LIMITED,2438
1908,VEEKAYEM.NS,VEEKAYEM,Veekayem Fashion and Apparels Limited,2359
1909,TGBHOTELS.NS,TGBHOTELS,TGB Banquets And Hotels Limited,2343
1910,VIVIDHA.NS,VIVIDHA,Visagar Polytex Limited,2342
1911,FMNL.NS,FMNL,Future Market Networks Limited,2302
1912,WALPAR.NS,WALPAR,Walpar Nutritions Limited,2293
1913,DESTINY.NS,DESTINY,Destiny Logistics & Infra Limited,2293
1914,SUMEETINDS.NS,SUMEETINDS,Sumeet Industries Limited,2280
1915,ICDSLTD.NS,ICDSLTD,ICDS Limited,2280
1916,LRRPL.NS,LRRPL,Lead Reclaim And Rubber Products Limited,2228
1917,MPTODAY.NS,MPTODAY,Madhya Pradesh Today Media Limited,2220
1918,21STCENMGM.NS,21STCENMGM,21st Century Management Services Limited,2184
1919,HYBRIDFIN.NS,HYBRIDFIN,Hybrid Financial Services Limited,2178
1920,SABAR.NS,SABAR,Sabar Flex India Limited,2178
1921,TFL.NS,TFL,Transwarranty Finance Limited,2177
1922,IMPEXFERRO.NS,IMPEXFERRO,Impex Ferro Tech Limited,2154
1923,INFOMEDIA.NS,INFOMEDIA,Infomedia Press Limited,2133
1924,NKIND.NS,NKIND,NK Industries Limited,2121
1925,SHANTI.NS,SHANTI,Shanti Overseas (India) Limited,2060
1926,GRCL.NS,GRCL,Gayatri Rubbers And Chemicals Limited,2060
1927,FEL.NS,FEL,Future Enterprises Limited,2047
1928,THOMASCOTT.NS,THOMASCOTT,Thomas Scott (India) Limited,2035
1929,KHAITANLTD.NS,KHAITANLTD,Khaitan (India) Limited,2024
1930,WILLAMAGOR.NS,WILLAMAGOR,Williamson Magor & Company Limited,1972
1931,LCCINFOTEC.NS,LCCINFOTEC,LCC Infotech Limited,1962
1932,UNIINFO.NS,UNIINFO,Uniinfo Telecom Services Limited,1962
1933,ASMS.NS,ASMS,Bartronics India Limited,1949
1934,VIVO.NS,VIVO,Vivo Collaboration Solutions Limited,1803
1935,GAYAHWS.NS,GAYAHWS,Gayatri Highways Limited,1797
1936,CALSOFT.NS,CALSOFT,California Software Company Limited,1785
1937,MOXSH.NS,MOXSH,Moxsh Overseas Educon Limited,1770
